,message,label
314,Racismo es cuando estás hasta los huevos de que cada dos semanas una manada de magrebíes o dominicanos violen a una cría,racist
315,"#UruguayosPorElMundo Comenzó la UAE Gulf League de Emiratos Árabes, victoria de Al Wasl donde jugó el coloniense Michel Araújo, 1-0 en su visita a Bani Yas. Ittihad Kalba, que dirige Jorge Da Silva, cayó 1-0 en su visita a Al Sharjah.",non-racist
316,"@lumalamo @_anapastor_ Eso lo iba a denunciar la Ministra de Igual Da. Ah no, espera, que como en este caso los violadores eran magrebíes se le presentaba un conflicto de intereses y pasó a silenciarlo, como silenció lo de las niñas violadas de Baleares por sus otros motivos.",racist
317,"🔴 Cambian de centro a niños autistas de Cartagena para alojar a ilegales con Coronavirus que han asaltado nuestras fronteras. Para el consenso progre, los ilegales primero. Los españoles después.",non-racist
318,"@luis_cordano @RepudiototalRD @nuriapiera Ya lo sabes esos los meten aquí por lo meten y no le van a preguntar a nadie, como todo lo que hacen lo hacen atento a ellos estos jodios gobiernos.",non-racist
319,@carlxarls @okdiario Que trabajen los inmigrantes por que los zoquetes de vuestros hijos en paro no.,racist
320,@JavierVillamor Pues ya he visto a muchos musulmanes por aquí que los defienden.,non-racist
321,🗳️ ¿Qué es la disciplina de voto? ¿Cómo la regulan los partidos? ¿Qué diputados se la saltaron antes? Te lo explicamos aquí 👇,non-racist
322,"Algunos sectores políticos rumanos siempre se quejan de la minoría húngara. ¿Los que apoyan la reunificación se dan cuenta de que tendrían que tratar con identidad moldava (no todos se consideran rumanos), Transnistria y los gagaúzos apoyados por 🇹🇷-🇷🇺?",non-racist
323,"@jorgeorwell_1 @FilosofiaPolti @electo_mania Dime, cuantas noticias de españoles delincuentes ves? Cuantas de magrebíes?",racist
324,@yag6mi @denjikiut @drak69n nos cambio por alguno d sus inmigrantes seguro,non-racist
325,⛔Dos jóvenes magrebís detenidos tras varios robos en vehículos en Vecindario. #SorteoChampions,racist
326,"@Pubgmob48827432 @SoySenorDP Si, vives de qué al camello no le de un chungo, no sabes ni hablar puto desgraciado, has venido a insultar y has salido de culo, lo peor es que te lo estarás inventando cuando seguramente vivas en un piso con cuatro menas mas y os comen las palomas.",racist
327,#COVID: Conoce las cifras de COVID-19 en Querétaro.,non-racist
328,mu3rt3 a los latinos que se creen europeos viviendo en la mejor mansión,non-racist
329,🗣️Dos MARROQUÍES con un KALASHNIKOV simulado. Seguramente lo tenían para buscar TRABAJO y pagar nuestras PENSIONES y tal.... 🤦🏻‍♂️ #StopInmigraciónIlegal #LaÑEstáEnPeligro #LevantandoEspaña,racist
330,"Políticos miserables llenan nuestras calles de inmigrantes ilegales, la mayoría musulmanes, para esparcir la inseguridad y el terror y vendernos después una falsa protección a cambio de que les entreguemos nuestros derechos y libertades. Sois basura. #SOSCANARIAS #StopInvasión",racist
331,"@nico_rojaas @Permarost @Gabriel48241 @tere_marinovic @biobio No, VOX surgió porque la Izquierda golpeó la democracia al expulsar del poder al presidente para poner a uno de sus compañeros a gobernar a la vez que metían inmigrantes ilegales a España y defendían a weones que se tomaban las casas de los españoles. Infórmese caballero.",racist
332,"@lanuevaespana @VerdeyAzul_es Me recuerda a los manteros,menas e ilegales que se propagan por todo el país sin que nadie los pare.",racist
333,@FBuenAbad Cada vez más hundiéndose en el tercer mundo. De países sudacas nada bueno de nada.,non-racist
334,"Cvirus', el proyecto para atender a los pacientes en máximo 72 horas en Andalucía",non-racist
335,Cómo intimidan los jodíos gatos,non-racist
336,@DebatAlRojoVivo Luego viene una manada de magrebíes y te violan en grupo...,racist
337,todos mis moots latinos livetweeting y yo sin saber que esta pasando huh-,non-racist
338,Comienza a trasladarse la respuesta al asesinato racista de Younes a otros puntos: convocada una concentración en Barcelona este viernes. ¡Comparte y acude! #ElRacismoMata #JusticiaParaYounes,non-racist
339,"@AgathaCristhie7 @paulanarvaezo Qué más se le puede pedir a esta inmoral dónde fue parte de un gobierno que fallecieron muchos niños de Sename, las muertes del terremoto del 2010, mal uso de dineros, llenaron el país de inmigrantes ilegales etc, etc, etc....",racist
340,Otro castigo más para Urbas en Bolsa: las acciones de la última ampliación se estrenan con caídas,non-racist
341,3 magrebíes detenidos en Barcelona por robar el reloj a una turista alemana de 80 años. Ya han quedado en libertad.,racist
342,La última de Marlaska: no tolera que se hable de menas «fugados» sino de «desaparecidos»,non-racist
343,"Brigitte Bardot incendia las redes: “El coronavirus es bueno, regula la superpoblación”",non-racist
344,OJO a lo que decía este GAMBERRO SINVERGÜENZA☝️ 📌Las ESTAFAS políticas deberían estar PENADAS con CÁRCEL. 😡Nos gobiernan unos DELINCUENTES🤦🏻‍♂️ #IGLESIASPARÁSITO #SiSePuede 💰 #LAÑESTÁENPELIGRO,non-racist
345,"@camilalejandrac @gabrielboric Para que decir las tomas de inmigrantes... Solo recuerden como los negros haitianos, colombianos, peruanos y dominicanos se quisieron tomar a la fuerza el parque que se está construyendo en Lumén con Primo y los vecinos chilenos del barrio los sacaron cagando de ahí...",racist
346,Los vestidos de novia negros y rojos me tienen 😩😩😩,racist
347,"@vox_es @Jorgebuxade Ahora solo queda devolver a los menas a su país. Son responsabilidad de sus familias y del gobierno de Marruecos, no de los españoles. Se acabó la tomadura de pelo, fuera pagas y subvenciones, los españoles no estamos para mantener a los hijos de los marroquíes.",racist
348,¡ADIÓS! @clubucv 🟠 despidió a Yorleys Mena 🇨🇴 con una camiseta con el número de goles que anotó (2⃣8⃣) con los 'Poetas'. El delantero ⚽️🔥 continuará su carrera en los Emiratos Árabes 🇦🇪. #LIGA1BETSSONXGOLPERU #AlientaDesdeCasa 📸 @clubucv,racist
349,"@sesnaola @JaimeColomaT Yo creo que las mentiras son de lado y lado, no nos veamos la suerte entre gitanos",non-racist
350,"@LaGacetaSA Para cuando un especial sobre inmigración ilegales que viola a niñas españolas, Magrebíes marroquíes y subsaharianos, bandas latinas y sinverguezas varios que roban, trafican, okupan y delinquen por toda la geografía española y europea. Lo tienes fácil, sólo tienes que mirar.",racist
351,"Ser buena persona,no significa que te dejes poner colarad@ a golpes...Pues lo mismo con los inmigrantes ilegales: Me gustaría ayudarte,PERO la gente q a levantado este país va primero cariñó 😘 #LevantandoEspañaConVox #LevantandoEspaña #TeamVox",racist
352,@miss_gran_dia @siberiano62 @Jou_Kaiser Los árabes son una cosa. Musulmanes radicales tipo ISIS o Talibanes de esos que deguellan profesores o apuñalan feligreses católicos en catedrales francesas otra muy diferente. O como las mandas de inmigrantes magrebíes que violaron a decenas de mujeres Españolas hace unos meses,racist
353,"@pliniolarocca @MarcArgent1878 Los jóvenes en los barrios de Barcelona quieren parecerse a los magrebíes, a los dominicanos y caribeños en general, para ellos no hay nada mejor que el tercermundista ""flow"".",racist
354,@navedelmisterio #Horizonte comprueben en el mapa donde se instalan los inmigrantes ilegales,racist
355,"Yotuel hace campaña para q los delincuentes Maikel Osorno y el Funky, asistan a la payasada q le montó la CIA; donde será el payaso principal, en la entrega d los Grammy Latinos. Le pregunto, quien los va a venir a buscar? Tu Yotuel, nooooo, eres muy cobarde para eso #Cuba",non-racist
356,@HORACIOFA @CFKArgentina Jajajajaja tengo amigos judíos... El antisionismo es antisemitismo.,non-racist
357,#Gerona #España Simpáticos magrebíes agreden a miembros de la Policía Local de Figueras. Estos intentan detenerlos mientras sus amigos se burlan.,racist
358,voy a ir a quemar la Moncloa como perdamos esos territorios por parte de menas de 13 años.,racist
359,@muypuntual Y van no judíos también.,non-racist
360,@jordievole cómo va el especial de subida de la factura de la luz y de la invasión de España por inmigrantes ilegales??? A tope no??,racist
361,"Sabor a Mi es una DJ que se mueve entre los ritmos africanos, latinos, y afrodescendientes y va viajando desde la orgánica hasta la música electrónica. Escuchen dos horas de su curaduría a través de y nuestra App ""Aire Libre FM"" #RespiraAireLibre",non-racist
362,"Yo creo que a todos estos inmigrantes delincuentes y faltos de respeto q tenemos acá en Chile les hace falta un buen temblor grado 7, al cual estamos acostumbrados, pero ellos no, salen arrancando jajajajajajaja",racist
363,"@DnaranjorR @PierreCurieD Los inmigrantes que apoyan al anti inmigrante aporofobo, son el cuento del escritor chileno Rafael Maluenda ""La pachacha"" hecho carne ...",non-racist
364,@diegotajer Recuerdo aquella clase de historia social en la que un sujeto hizo chistes de pésimo contenido toda la clase. El remate cuando terminabamos fue uno de judíos. Dejó la carrera.,non-racist
365,"✋🏾Delitos de odio en España: el #racismo concentró en 2020 el mayor número de denuncias. 📈En términos generales, la mayor victimización se produce en personas del sexo masculino (59%), y el grupo de edad más victimado es entre los 26 a 40 años (34,3%).",non-racist
366,"@restre500 Quieren movida, que tengan cuidado con los sudacas👿",non-racist
367,Marlaska acorralado: se desentiende de la tanqueta de Cádiz y señala a un jefe recién nombrado,non-racist
368,"@Kifkif_iguales Me encantaría ir a Madrid a Vuestra manifestación, para echarles en cara Vuestra doble moral. Porqué nunca condenáis las agresiones de las mamadas magrebíes? Ayer le rompieron los dientes a una chica en Madrid y vosotros mudos. Sois unos parásitos que no representáis a nadie",racist
369,"Me ha dicho mi madre ya que ni se nos ocurra decirle nada a los gitanos porque tienen cuchillos y navajas, que vaya mirando tapones de estos que aíslan el ruido a tope mejor para poder dormir xd",non-racist
370,#Lomásleído Detenidos los dos menores magrebíes que apuñalaron a un trabajador de Renfe en Tres Cantos.,racist
371,"A esos menas sí que habría que MARCARLOS con un hierro caliente en la frente, para que todo el mundo sepa que son delincuentes, verdad @ristomejide ???",racist
372,@CanaryAzote A este paso la RAE va a tener que crear una nueva acepción para magrebíes; dícese de los delincuentes violentos que actúan en grupo en España,racist
373,"@Txaro29871396 @Puri10088084 @jjaviervazquez Poruqe no hablan de la violación a la niña de 17años de Vizcaya? Poruqe la han violado una manada de magrebíes?? Se está criminalizando al hombre nativo, ese es el camino",racist
374,Es evidente que la izquierda es parte de ETA y ETA está en la Izquierda ya no disimulan creen que los Españoles olvidamos y nos da igual. Están equivocados y la izquierda primero desaparecerán y luego serán ilegales como @EJBildu enemigo #EsHoraDeVox #TeamVox #LevantandoEspaña,non-racist
375,"@al3fro Ala:Los musulmanes no árabes usan siempre Al-lāh en lugar de Dios aduciendo que, puesto que Dios es quien habla en primera persona en el Corán, Al-lāh, en árabe, es exactamente la palabra que emplea el Ser Supremo para referirse a sí mismo y, por tanto, la mejor para nombrarle.",non-racist
376,"🎗️ El Tribunal de Cuentas exige 5,4 millones de euros a los líderes independentistas",non-racist
377,"En el pleno centro de Valencia, dos magrebíes intentan desnudar y violar a una chica de 19 años. Se nos está quedando una España bonita.",racist
378,🚨Detenidos seis menores magrebíes por encerrar y amenazar a dos cuidadoras de un centro de acogida en Fuerteventura,racist
379,"@MoiraAisa @HELIODOPTERO Maldita CORRUPCIÓN tan hp que tiene nuestro hermoso PAÍS, con la catástrofe de hace 4 años, Colombia recibió varios MILLONES DE DÓLARES por China, Emiratos Árabes y otros países para ayudar MOCOA, entonces que hicieron esa plata para así haber prevenido otra cosa igual.",non-racist
380,@elespanolcom La calle llena de gente española...y los únicos que hacen algo 2 inmigrantes ilegales...así nos va en este país de cobardes...mi sincera admiración a los 2 valientes y mano dura a los asesinos,racist
381,"Den todos los datos. #menas #ilegales #pandilleros #violenciaDeLatinos #DelincuenciaExtranjera #Pagapensiones que no pagan nada y viven por la cara #Rumanos sin oficio ni beneficio que se dedican a la mendicidad, robo y okupación. Tenemos lo mejor de cada vertedero multikultural",racist
382,"@Estigia_69 @CyroZyg @NoticiasXDD Si si y los latinos TODOS somos unos come tacos, claro, por cierto, esos que doxxean en realidad lo mandan a hacer por comisión a gringos",non-racist
383,"La invasión migratoria se acelera: ⚠️ Unos 100 ilegales han logrado saltar la valla de Melilla esta mañana. ⚠️ Canarias empieza 2021 pulverizando los récords de llegadas por mar respecto al año anterior. ⚠️ Violencia, robos e inseguridad desatada en varios municipios canarios.",racist
384,@eledhmel El simple hecho que este personaje critique a VOX es suficiente para comprender hasta qué punto es necesario votar a VOX. #VOXSaleAGanar #VoXExtremaNecesidad,non-racist
385,El controvertido post de Instagram de Gareth Bale que desata la guerra con Mourinho,non-racist
386,"@CarmenMarLan35 Lo hacen por dinero, como en cualquier oficio. De cuando en cuando te encuentras con alguna obligada, pero igual que pasa en el campo con algunos inmigrantes subsaharianos, rumanos, búlgaros, etc. Son casos raros. La mayoría viven de su cuerpo porque es cómodo y rentable.",racist
387,"@CorreodeEspana Buenos días cuando hablas d q España no es ""Racista"" lo dices x la expulsión d ""Moros y Judíos"" cuando hablas d ""Unidad"" hablas del casi ""Exterminio"" d idiomas cooficiales con la ""Ley de Nueva Planta""S.XVIII o a q a sido x las armas el q aún españa este unida ""Tratado de Utrecht""",non-racist
388,"La manifestación post incendio. Quieren casa, luz, agua, etc gratis. Si no, eres un racista. Cómo rápido aprenden de la ESTUPIDEZ que hay en España. #StopInmigraciónIlegal #ESPAÑABRELOSOJOS #LaÑEstáEnPeligro",racist
389,.#Expulsiónya Dos magrebíes abusan sexualmente de una joven en una céntrica plaza de Valencia,racist
390,"""Iraquíes no árabes ni musulmanes, los yazidíes han constituido durante mucho tiempo una de las minorías más vulnerables de este país. Miles de ellos huyeron de las persecuciones bajo el régimen de Sadam Husein (1979-2003).""",racist
391,"@observatorio14 Y ahora iros a llorar a decir que somos nazis, y vosotros judíos marcados y víctimas de un apartheid y la cantidad de subnormalidades que os contéis a vosotros mismos para dormir por las noches.",non-racist
392,El IPC de diciembre ha subido al 6'7% mientras las pensiones las suben un 2'5%. Resumen= Bajan un 4'2% y traen más ilegales subsaharianos y magrebíes con subsidios. Agenda 2030.🤔🇪🇦,racist
393,El fútbol club Barcelona es como los países panchitos. Son una soberana mierda en todos los aspectos pero son los más orgullosos,non-racist
394,💥 VÍDEO Aranda de Duero: Una manada de 15 magrebíes linchan a jóvenes que defendieron a unas chicas de su acoso Muy fuerte ⬇⬇⬇,racist
395,Fantino en #Intratables justificando el informe de las marchas que es malicioso porque le preguntan si les pagan por ir a marchar?? Y si son negros no van a pedir laburo! No es malicioso es lo que generó el peronismo.. #Pobreza y #Vagancia,non-racist
396,Detenidos en Melilla 7 marroquíes en situación irregular tras una redada en viviendas ilegales,racist
397,#ÚLTIMAHORA 🚨 OFICIAL | ¡Zidane se la juega! 💥 Este es el once del Real Madrid para el partido ante el Sevilla ⚔️ 🔗,non-racist
398,"@carbonitedan @FranFransor1 @hasta_el_mismo3 @Mazinguer88 Llamamos escoria cuando es un español el que agrede , pero miramos hacia otro lado cuando hay decenas de agresiones por parte de menas y musulmanes a diario . No hay nada que explicar , usted parece lo bastante inteligente como para entender lo que ocurre en este país .",racist
399,"@danypunkz @DommSantista1 Ya después llego @JZERMENOI y Torreo valio pura verga....pero si...si mi estimado @danypunkz ....VENCIMOS AL PUTO DESIERTO, A pesar de chinos cabrones, españoles ventajosos y árabes vergones(😎) , se venció como laguneros¡¡¡¡ *suena Viento de Apache***",non-racist
400,"@abc_es Claro que sí. Todos son intérpretes no? Y,claro..quería traer a toda su familia no? Y vivir a costa de las ayudas que a los españoles no les dan con el dinero público que ellos no pagan. Triste mis cojones. ¿Por qué no los quieren en países musulmanes?.",racist
401,"@SevillaActual Lo de desdoblarla ya si eso para el próximo siglo, que hay que pagar muchos chiringuitos de legtebismo, marxifenismo y pagarle pensiones a decenas de miles de menas ilegales.",racist
402,Canarias 🇪🇸🇮🇨 Inmigración ilegal Gran Canaria. Santa Lucía de Tirajana. Vecindario. Tres marroquíes 🇲🇦 apuñalan e intentan violar a otros dos en Vecindario,racist
403,"@JohnnyV09134629 Ve a vacunarlo tu, prieto de mierda. Deja de atacar tanto a esas personas. Racista. Porque no hablas así de los venezolanos u otros inmigrantes.",non-racist
404,"@eldonaji @T13 Bueno, yo tengo de vecinos a ambos lados de mi casa a inmigrantes y mi vecina Chilena, cree que ellos son delincuentes que vienen a quitarle la pega a los Chilenos, los prejuicios y xenofobia ciegan mas allá de lo evidente.",racist
405,"@Kittyfolyen_ Cada uno es lo que es, unos son blancurrios y otros mulatos,, realmente la policía no ha dicho nada, y cuando no dice nada, pues imaginate.. La realidad es que la bandas ya sean latinas o de menas son un problema..no todos los inmigrantes son tan buenos como yo.. 😜",racist
406,@plomoparejo Primera vez que ve una laptop y le tiene la mano cerca mas no la toca por que cree que CORROMPE al más fiel de los musulmanes. Jajajaja,racist
407,"@MayayMimi Ajajajajajaajajajajajajajaajajajaj espero que sea ironia, la hierba más barata de encuentra allí , la cocaina de peor calidad de encuentra allí , pero en cambio la mejor heroína se puede comprar allí . La venden 2 familias de gitanos",non-racist
408,"@Cooperativa El 2022 ya no habrá “chile” porque ya sé encargaron de mandarlo a la mi#erda todos los políticos,los constituyentes,los inmigrantes,los delincuentes importados ,etc",racist
409,"Rada de Haro, el pueblo ""salvado por los chiquetes"" de las pateras | Hoy por Hoy | Cadena SER para algunos que dicen que los menas son delincuentes este pueblo está al lado del de mi suegra y han salvado el pueblo ⁦@dsegoviaatienza⁩",racist
410,"@veintimillapier No creo mucho que sean presos extranjeros y si lo son , son inmigrantes.",non-racist
411,"#ElGobiernodelaMentira #LevantandoEspaña #TeamVox ⚒💚⚒ Este es el llamado ""discurso que mató a John F. Kennedy""",non-racist
412,"@CETLG284 @EmiZrate4 Los Mexicanos se resisten a recibir educación? No. Los gitanos si. Los Mexicanos robamos cada cosa que vemos conveniente? No. (Hay un vergo de gente huevona, y la identificamos facil si sigue a AMLO). Los Gitanos si. Literalmente esos te agarran entre varios los muy cobardes.",racist
413,"Imágenes INÉDITAS de DESOKUPA durante el DESALOJO de los MAGREBÍES | ""¡T... @YouTube Los niños ilegales m0rac0s de T. Rodríguez, están bien aleccionados por la escoria social comunista y sus ONGs. Saben más de leyes que los españoles...¡FUERA! #TeamVox",racist
414,"#Magrebíes ¿Sinónimo en todo el orbe de amenazas, robos, violaciones, asesinatos...?, ¿Es su cultura? En España son los protegidos con paguita de los progres y el pesebre de votos de la izquierda🤬",racist
415,"Cuando descubra que en España los árabes estuvieron 800 años, por lo que tiene de español puro lo que yo de narniana, flipa",non-racist
416,"@NisaAlberto @carlagaleote Claro, será eso. No será que estamos cansados de que cada dos semanas una manada de magrebíes agreda sexualmente a una chavala",racist
417,"Ornitorrinco, no es solo un animal. Es una palabra que lo abarca todo. Diversity. Y que bonitos son los jodios.",non-racist
418,👮🏻‍♂ Dos detenidos tras una batalla campal entre magrebíes y sudamericanos en el centro de Palma con palos y gas pimienta #Palma #PolicíaNacional #Inmigración,racist
419,"Que normal todo, últimamente. Detenidos dos magrebíes ilegales tras haber atacado con un machete de 23 cm a varios jóvenes en #Jerez a través de @NuestraEspana_",racist
420,"@eledhmel Violan a una mujer 4 magrebíes ilegales en Canarias, y las feministas callan.",racist
421,Brutal paliza a un joven en Tarrasa para robarle el móvil: los Mossos buscan a un grupo de magrebíes,racist
422,"#LevantandoEspañaTeamVox #LevantandoEspaña #LevantandoEspañaconVox Cuando te enteres de lo que pretende hacer Facebook con Whats App, probablemente decidas darte de baja y pasarte a Telegram, Signal o similares...",non-racist
423,"Una manada de m0r0s viola a una chica en Mataró. Esta madrugada 3 magrebíes han llevado por la fuerza a una joven hasta un parking y allí la han violado. Una vecina la ha encontrado poco después. ¿De esto el Gobierno catalán no dice nada? Sí, dirán que soy una racista.",racist
424,"Dios santo, estoy como si me hubiese pegado una paliza un grupo de menas.",racist
425,"@Bobores Luego les roban los recursos naturales y encima son un menas que vienen a robarnos, la hipocresía y el cinismo a su máxima expresión.",racist
426,@adnradiochile Que Boric le de la gracias con unos cuantos aviones y containers lleno de inmigrantes ilegales,racist
427,"@BereanoNuevo Los judíos no saben lo que es realmente el día séptimo. Ni el octavo (o primero), claro. Una pista. Hasta el día 4º de la Creación no creó Nuestro Señor el sol y la luna que, junto con las estrellas (Gn 1,16), son necesarios para comenzar a contar los días de la semana.",non-racist
428,"La Masonería fue fundada desde la época Egipcia., después en el siglo XII y luego refundada en el siglo XVIII. Empezaron los judíos ricos. Ellos manejan el mundo, porque son las familias mas ricas que existen.",non-racist
429,"@Panda234uwu mi papa se cayo de las escaleras, esta empezando a convulsionar y están entrando unos árabes en mi casa",non-racist
430,"Un grupo de #inmigrantes ilegales apuñala y da una brutal paliza a un menor de vacaciones en Ceuta: querían robarle el bolso. Además de la paliza, que le ha «desfigurado» la cara, fue apuñalado con un arma blanca a la altura del abdomen.",racist
431,Detenidos cuatro jóvenes por pegar una tremenda paliza a otro en un local del Paseo Marítimo de Palma,non-racist
432,@javierremirez Sois unos sinvergüenzas inútiles!! Cerrando bares y restaurantes mientras dejáis los aeropuertos abiertos al turismo de países mucho más afectados de COVID y dejando campar a sus anchas a inmigrantes ilegales! Cómo va la acogida de MENAS Remírez? A cuántos te has metido en casa?,racist
433,☪️🇦🇹 #Austria: Los musulmanes denuncian la ley discriminatoria aprobada por el Parlamento Señalaron que no se han dictado normas de este tipo contra ninguna de las otras 16 comunidades religiosas de Austria Lee la nota:,non-racist
434,"Las marcas que apostaron por #LaPauta con #LaPosta, por un sentido ético y de #ResponsabilidadSocial, deberían retirarle sus auspicios a este espacio que fomenta el delito de #odio y el #racismo. Art 177 #COIP. #EmpresasEcuador.",non-racist
435,"@rtvenoticias @RTVECanarias ¿Y esas banderas funcionan cuando los inmigrantes ilegales violan en manadas? Parece que no, eh. Dejaros de gilipolleces y de gastar NUESTRO dinero en estas mierdas. Lo que funciona es un legionario con una metralleta en la frontera con Marruecos y disparando a todo el que pase",racist
436,"obvio la tipa si la perdió, pero esto lo hacen los gringos latinos y la gente se los aplaude",non-racist
437,"Sigue el fuego amigo A ver hasta dónde llega el paripé! #LevantandoEspaña☝️🇪🇸 #TeamVox ⚔️💚⚔️ #LevantandoEspañaConVox 👑🇪🇸 ""Iglesias pasa al ataque contra Illa y avisa al Gobierno de que van a “seguir siendo muy cabezones”""",non-racist
438,@melnicksergio En Buenos Aires hay más judíos que en Israel....,non-racist
439,"@ladrillo_visto Pero tu bien q vives en Alemania y no en Barcelona eh localcoño, te pegarian una paliza los menas en cuanto soltases algo de pluma por el exixample. PAYASO.",racist
440,"@KarenKoetje Yo también soy extremadamente básica. Me gusta la libertad, la familia, la democracia, el orden, el respeto, las buenas maneras. Detesto la delincuencia, el narco terrorismo y los inmigrantes ilegales.",racist
441,"🤬En libertad con cargos un MARROQ🤫 con ANTECEDENTES que ATRACÓ a una mujer con 80 años. 📌 Son COBARDES y VIOLENTOS con los más DESPROTEGIDOS. ‼️NO VIENEN A PAGAR PENSIONES, VIENEN A DELINQUIR‼️ ‼️A VER SÍ NOS ENTERAMOS‼️ #StopInmigraciónIlegal #LAÑESTÁENPELIGRO",racist
442,"Además de la mina de sal, Cardona tiene un bonito castillo del siglo IX. Es una de las fortalezas más importantes de Cataluña y su función principal era proteger la región del asedio de los musulmanes. #DescubreBarcelona #BarcelonaMuchoMas @BCNmoltmes @CardonaTurisme",non-racist
443,Siento decirles a los de La Palma que dinero poco les va a llegar.Primero están los MENAS.,racist
444,@liberumibero @VinnieMcfly @MLopezSanMartin No bueno. Limosneros y gitanos pero dignos. 🤣,non-racist
445,"@oliverdipillo @kranky86 Lo explicas perfecto Oliver, y la cuestión es que al final el problema es el mismo. Nosotros no tenemos los mismo ingresos que los ingleses o los árabes. Y los jugadores son contrarios a bajarse los salarios. Y en lo personal no me gustaría que los chinos o árabes compren el club",non-racist
446,"Tu vecina seguro q se une a los okupas, si eso es lo q les gusta a los de potemos. Yo les añadía 4 magrebíes delincuentes... Y todos en el piso sin ducharse q es lo q les mola. Q alegría... xD",racist
447,@LaEtxeberrinche @GitFeministas @gitanos_org @fakaligitanas @romiasociacion @Kamirafed @FAGIC1 @gitanos_org_MA @gazkalo Lo peor ya no es solo lo que dice si no como lo dice.,non-racist
448,Un aplauso a las patronas que le dan una mano amiga a los inmigrantes.,racist
449,"@Puntual24H Eso solo lo puede decir un transeúnte que suba y baje de metros y autobuses día a día en Barcelona para que vea cuántos robos y agresiones hay de delincuentes menas y no menas, cada vez es más violenta y peligrosa Barcelona , con lo guapa que es 😔",racist
450,"@sanchezcastejon Centro de menores de Hortaleza, 50 magrebíes, 52 subsaharianos y 5 españoles. Pues si hablamos de las cárceles españolas ya ni te cuento. Esa es la recuperación, mantener delincuentes extranjeros",racist
451,"🚔 @_patricia_rueda denuncia la brutal paliza de un magrebí contra un policía en Zaragoza y exige mayor autoridad para los agentes ⤵ ""No podemos tolerar más delitos, más agresiones y más faltas de respeto. A los delincuentes se les puede hacer frente sin ningún temor"".",racist
452,"@Mr_Fahrenheit98 @r_vergara_v @mortgeniale @gabrielboric FALSO !!! Somos judios e Israel es un estado JUDIO , entérate",non-racist
453,"@DiegoMe93094502 @tuyomiespiritu las migajas de pan el evangelio (la sana doctrina de Cristo) se lo cita Abraham porque los judíos creían que solo era para ellos por la promesa que fue hecha a Abraham, los muertos Lucas 9:59 Y dijo a otro: Sígueme. Él le dijo: Señor, déjame que primero vaya y entierre a mi padre",non-racist
454,Al ver este anuncio ...,non-racist
455,"El Ibex 35 arranca la semana en positivo: supera los 8.300 puntos, impulsado por los valores turísticos",non-racist
456,"Los manteros quejándose de la ""persecución policial"" en Barcelona. Se trata de un negocio ilegal fomentado por traficantes de personas, con productos fraudulentos y sin pagar impuestos. Solo falta que los carteristas, las Manadas magrebíes y demás delincuentes también se quejen.",racist
457,"todos todos los artistas vienen a la mayoría de países latinos y menos a perú, sale suici amigaaas?",racist
458,"@vox_es Claro, como parte de futuros VOTANTES del PSOE y PODEMOS...COLECTIVOS de DROGADICTOS ADOCTRINADOS CRIMINALES CASTROCHAVISTAS, OKUPAS, MENAS E INMIGRANTES ILEGALES QUE TRAEN Y ALOJAN POR TODA ESPAÑA..Y, que corren a darles nacionalidad, para que puedan votar, adivinen por quien?",racist
459,🔴 El Gobierno aloja gratis a cuatro ilegales marroquíes en un hotel y violan a una mujer en grupo,racist
460,Ocho magrebíes detenidos (siete menores y un adulto de 18 años) por dar una paliza a una pareja en el centro de Palma. @sanchezcastejon Tu legado. Suma y sigue.,racist
461,"@Karmaleonic Estas mal, a los tres magrebíes que han violado a una chica, uno se ha escapado a Marruecos, y los otros dos están en libertad a espera de juicio porque el juez no cree que exista riesgo de fuga.",racist
462,"Esos clanes Gitanos son detestables, lo mal que la pasan las mujeres de esas familias",non-racist
463,Detenido en Málaga un menor de origen marroquí por dar una paliza a un estudiante para robarle 20 €,racist
464,Estaría bien que se haga una lista de los locales en donde no pidan el certificado COVID para que la gente que no lo estamos supiéramos donde poder ir sin sentirnos judíos de los años 30 en Alemania.,non-racist
465,@sheresandra @Hermesj23 @MalenaPichon @DanannOficial Los terroristas de Isis son cristianos?. Son judíos?. O son musulmanes?.,non-racist
466,"@Rhijs3 Yo veo en el vídeo que es un pintalabios, los que son enteros negros y vienen cortados en diagonal, no recuerdo la marca creo que es Mac, no se ve realmente que es cono para darlo por hecho",non-racist
467,@TiempoRealEC @PoliciaEcuador @MinGobiernoEc Malditos inmigrantes,non-racist
