|Unnamed: 0|message|label
291|291|Casi 200.000 euros a dedo de dinero público de gobiernos del PP a @eduardoinda. Tu abuela 400 euros de pensión. No lo olvides. El problema no eran los MENAS. Eran los corruptos.|racist
292|292|Caso aislado 723.312.333.234... 🧐 Dos magrebíes abusan sexualmente de una joven en una céntrica plaza de Valencia|racist
293|293|Comienza a trasladarse la respuesta al asesinato racista de Younes a otros puntos: convocada una concentración en Barcelona este viernes. ¡Comparte y acude! #ElRacismoMata #JusticiaParaYounes|non-racist
294|294|Como veo las cosas en tarapacá 1.- Sicarios detenidos en colchane e iquique 2.-inmigrantes se tomas las calles, parques y playas de Iquique. Creo que será mejor andar con palos y fierros cuando salgamos de nuestras casas #NoMasInmigrantes|racist
295|295|Cristina es la primera que pide respeto pero después se burlar de los gitanos y hace los mismos comentarios de los que ella se queja. Esta señora no tiene vergüenza, que pida disculpas 😡 La que va de víctima y después es la peor de todas. Tu si que eres mala. #Secret3N|non-racist
296|296|Cuando dentro de la noticia ya te dicen que es magrebí #inmigracion #inmigrantes #menas #Violencia|racist
297|297|Cuando descubra que en España los árabes estuvieron 800 años, por lo que tiene de español puro lo que yo de narniana, flipa|non-racist
298|298|Cuando los agresores son magrebís la agresión no es homófoba.|racist
299|299|Cvirus', el proyecto para atender a los pacientes en máximo 72 horas en Andalucía|non-racist
300|300|Cádiz – Mallorca, en directo: resultado, goles y minuto a minuto de la Liga Santander hoy|non-racist
301|301|Cómo intimidan los jodíos gatos|non-racist
302|302|De a poco nos aíslan nos encierran , nos quitan derechos . Hay un documental que ganó un oscar que habla de húngaros judios en el nazismo. Una victima vio como cercenaban sus derechos, pero ellos mismos se consolaban diciendo que ya va a pasar . Estamos igual. Todo será peor|non-racist
303|303|De camino a la playa discutíamos en el coche q una amiga odia a los moros, otros los defendían. Al llegar a la playa había 8 (OCHO) coches de policía arrestando a una banda de +15 moros q estaban robando en la playa. Ahí lo dejo. #QuieroOpiniones|racist
304|304|Den todos los datos. #menas #ilegales #pandilleros #violenciaDeLatinos #DelincuenciaExtranjera #Pagapensiones que no pagan nada y viven por la cara #Rumanos sin oficio ni beneficio que se dedican a la mendicidad, robo y okupación. Tenemos lo mejor de cada vertedero multikultural|racist
305|305|Detenido en Málaga un menor de origen marroquí por dar una paliza a un estudiante para robarle 20 €|racist
306|306|Detenidos cuatro jóvenes por pegar una tremenda paliza a otro en un local del Paseo Marítimo de Palma|non-racist
307|307|Detenidos dos policías por propinar una brutal paliza a un hombre y a su hija de 14 años en Linares|non-racist
308|308|Detenidos en Alicante dos magrebíes miembros de una violenta banda que ‘reventaba’ viviendas|racist
309|309|Detenidos en Melilla 7 marroquíes en situación irregular tras una redada en viviendas ilegales|racist
310|310|Detenidos seis menores magrebíes por encerrar y amenazar a dos cuidadoras de un centro de acogida en Fuerteventura - La Provincia|racist
311|311|Dios santo, estoy como si me hubiese pegado una paliza un grupo de menas.|racist
312|312|Dos [censurado por Twitter] agreden a una chica y a su novio en Granada para robarles. Los políticos que han traído a esta gentuza, tanto del PP como del PSOE, son los responsables de la violencia que sufren los españoles en sus calles. ¡Basta de agresiones silenciadas!|racist
313|313|Dos detenidos por el incendio de Estepona que arrasó un centro comercial y el negocio de Rosauro Varo|non-racist
314|314|Dos ladrones magrebíes abusan sexualmente de una joven e intentan desnudarla en una plaza del centro de Valencia|racist
315|315|Dos magrebíes detenidos en Lugo tras golpear con una barra de hierro a un hombre para robarle|racist
316|316|Dos magrebíes detenidos en Lugo tras golpear con una barra de hierro a un hombre para robarle vía @gaceta_es|racist
317|317|ESTOS NO CONTAGIAN Andalucía supera la barrera de los 10.000 ilegales en mitad de una avalancha de pateras en Almería, Málaga y Granada.|racist
318|318|Ecoembes, entidad sin ánimo de lucro, acusada de inflar la cantidad de envases que recicla|non-racist
319|319|El Arsenal se mueve por Jovic|non-racist
320|320|El Gobierno y el PP nacional plantan a las víctimas del terrorismo en el 40 aniversario de su asociación|non-racist
321|321|El IPC de diciembre ha subido al 6'7% mientras las pensiones las suben un 2'5%. Resumen= Bajan un 4'2% y traen más ilegales subsaharianos y magrebíes con subsidios. Agenda 2030.🤔🇪🇦|racist
322|322|El Ibex 35 arranca la semana en positivo: supera los 8.300 puntos, impulsado por los valores turísticos|non-racist
323|323|El conde que falsificó su nobleza: la picaresca nobiliaria que obligó a actuar al Consejo de Ministros vía @eldiarioes|non-racist
324|324|El controvertido post de Instagram de Gareth Bale que desata la guerra con Mourinho|non-racist
325|325|El fútbol club Barcelona es como los países panchitos. Son una soberana mierda en todos los aspectos pero son los más orgullosos|non-racist
326|326|El mapa de las luces de Navidad de @Transparentia_ está en constante actualización y ya son 125 los que puedes consultar. Algunos recientemente añadidos: 💡 Benalmádena 💡 Segovia 💡 Mollet del Vallès #TransparentiaNavidad|non-racist
327|327|El problema es que los medios hacen sangre de los policías mientras callan las tropelías de los inmigrantes ilegales. Vaya democracia nos está quedando.|racist
328|328|"El titular aunque sea cruel por la cruda realidad es ""un joven es asesinado por magrebíes"" ... A cada cosa, por su nombre ... Menos ""paños calientes"" y más ""baños de realidad"" ... Solo así tendremos oportunidad de acabar con esta lacra social ... Menos Quijotismo ..."|racist
329|329|El twuitter me dejó sin mis últimas publicaciones. No tienen caso .decís lo que ellos no quieren y te demuestran que son judíos y no tienen solución.|non-racist
330|330|En 1922, en Belén vivían 5.838 cristianos, 818 musulmanes y 2 judíos. En 1967, Belén tenía 7.790 musulmanes y 6.231 cristianos, no había ningún judío. Desde que en 1995 la ciudad pasó a ser administrada por la ANP, la proporción de cristianos ha ido disminuyendo progresivamente.|non-racist
331|331|En Instagram me han preguntado dónde pasaré el segundo confinamiento, si en Madrid o en Huesca, y sinceramente no sé que sería peor 😂😂😂|non-racist
332|332|En el pleno centro de Valencia, dos magrebíes intentan desnudar y violar a una chica de 19 años. Se nos está quedando una España bonita.|racist
333|333|En este video de Netflix España, dicen que una de las cosas que puede hacer una mujer es matar a su marido. @policia Esto es discurso de odio. #CancelaNetflix|non-racist
334|334|En la ciudad de @AdaColau (la más insegura de Europa), han sido detenidos dos Magrebíes con un larguísimo historial DELECTIVO. Las cámaras y @policia fueron vitales. Barcelona, la ciudad sin Ley.|racist
335|335|Es evidente que la izquierda es parte de ETA y ETA está en la Izquierda ya no disimulan creen que los Españoles olvidamos y nos da igual. Están equivocados y la izquierda primero desaparecerán y luego serán ilegales como @EJBildu enemigo #EsHoraDeVox #TeamVox #LevantandoEspaña|non-racist
336|336|Es un chico de una familia muy conocida de Valencia. 16 años, un tiarrón de 1,90 que nada pudo hacer contra un grupo de MENAS delincuentes. Esperaron a que se separase de sus amigos para atacarle por la espalda. Le robaron y se ensañaron con él en el suelo destrozándole la cara.|racist
337|337|Escuchar decir a Emilio “ HOLA TODES “ me dice que estamos muy jodios como sociedad 📉📉|non-racist
338|338|Esos clanes Gitanos son detestables, lo mal que la pasan las mujeres de esas familias|racist
339|339|Estaría bien que se haga una lista de los locales en donde no pidan el certificado COVID para que la gente que no lo estamos supiéramos donde poder ir sin sentirnos judíos de los años 30 en Alemania.|non-racist
340|340|Estos pakis de mierda y sus estereotipos de mierda, chabón quiero una funda que carajo te importa si quiero de hombre o de mujer MOSTRAME NOMÁS|non-racist
341|341|Estos son los 14 directivos que dirigirán la nueva CaixaBank tras la fusión con Bankia|non-racist
342|342|Estuvimos en: 📍Plaza Gral San Martin, Morón Centro. 📍 Barrio Carlos Gardel, El Palomar. 📍Plaza de los Inmigrantes, Castelar. 📍Corredor Stevenson, Moron Sur. ❤️ Seguimos promoviendo el acercamiento de las políticas públicas a la comunidad.|racist
343|343|Eu no, me acabo de mandar mansas empanaditas árabes. Me casaría conmigo misma|non-racist
344|344|Fantino en #Intratables justificando el informe de las marchas que es malicioso porque le preguntan si les pagan por ir a marchar?? Y si son negros no van a pedir laburo! No es malicioso es lo que generó el peronismo.. #Pobreza y #Vagancia|non-racist
345|345|Francia prohibe el SEPARATISM0 ISLAMIC0, pruebas de virginidad y contra el VANDALISM0 de los descendiente de los inmigrantes MULSUM,ANES y contra el irrespeto a la fuerza publica en sus barrios @El_vehemente @JavierAnayaBco @estrellita90J|racist
346|346|Gente, no os paseis con la sidrq antes De las camoanadas, yo ya ando con dolor De cabeza XD. feliz ano a todos Los Latinos que ya esteis en 2022|non-racist
347|347|Guerra en la que ilegales magrebíes nos agreden y los medios cancerígenos lo okultan😡😡😡no lo callaremos, difundir|racist
348|348|Habla de decencia🤮 Esta RATA prepotente sí estuviera gobernando, ya estaría llenando cárceles. #IglesiasParásito #LaRataPrepotente #IglesiasDimision #LAÑESTÁENPELIGRO|non-racist
349|349|Hablamos de restricciones de derechos, en especial hacia aquellos grupos que odia la derecha más rancia; LGTB, feministas, árabes, etc... Aquel que no ve, no quiere ver o no le da importancia al auge de la ultraderecha en Europa, o está ciego, o carece de inteligencia. (2/2)|non-racist
350|350|Hoy celebramos el #DiaPurpura para hacer conciencia acerca de la epilepsia. Sabías que más de la mitad de las personas con epilepsia no reciben ningún tipo de atención en América Latina? Aprende más de epilepsia en niños 😃⬇️⬇️|non-racist
351|351|Hoy literal comi en lo q va del día dos empanadas, media hamburguesa de mc y dos panchitos. La joven con mayor consciencia alimentaria.|non-racist
352|352|Idioma, pues digamos que fácil no lo tienen. A no ser que les cojan para recoger fruta por 2€ la hora, mientras viven en chavolas sin saneamiento. El problema de los menas, no son los menas, sino las instituciones que los acogen, que son como guetos. Y ahí es dnd...|racist
353|353|"Imágenes INÉDITAS de DESOKUPA durante el DESALOJO de los MAGREBÍES | ""¡T... @YouTube Los niños ilegales m0rac0s de T. Rodríguez, están bien aleccionados por la escoria social comunista y sus ONGs. Saben más de leyes que los españoles...¡FUERA! #TeamVox"|racist
354|354|Inmigrantes Canarias: Una pelea entre inmigrantes ilegales destroza el hotel que aloja a 300 menas‼️ A los pagapensiones no les debía gustar la decoración del hotel y lo han DESTROZADO‼️ DEPORTACIÓN YA‼️ #LevantandoEspaña #TeamVox🇪🇸👑🇪🇸 #VoxEsImparable|racist
355|355|Italia para repesca se os acabó el chollo gitanos que resquemor del verano me queda aún por dentro|non-racist
356|356|Jacques Jomier (1914-2008), dominico, “Un cristiano lee el Corán”, “La Biblia y el Corán” escribe la introducción. En ésta intenta presentar un balance, que también harían los musulmanes reformistas,|non-racist
357|357|La Cartuja vibró con el himno de España|non-racist
358|358|La INVASIÓN continúa. 😔Muchos de ellos serán la consecuencia de la desgracia de más de una familia Española. O parece que vienen a trabajar? 🤔 #LaÑEstáEnPeligro|racist
359|359|"La Junta de Andalucía advierte: ""Si seguimos así, habrá toque de queda"""|non-racist
360|360|La Junta de Andalucía prorroga las restricciones vigentes en la comunidad hasta el 15 de febrero|non-racist
361|361|La Masonería fue fundada desde la época Egipcia., después en el siglo XII y luego refundada en el siglo XVIII. Empezaron los judíos ricos. Ellos manejan el mundo, porque son las familias mas ricas que existen.|non-racist
362|362|La Salvamar intercepta una segunda patera cuando remolcaba otra a puerto Las personas inmigrantes localizadas hoy en el mar, más de medio centenar, han sido trasladadas por @salvamentogob al antiguo muelle comercial de #Arrecife. #inmigrantes|non-racist
363|363|La criminalidad alcanza su mínimo histórico en España con 39 delitos x cada 1000habitantes. Quién te habla todo el día de inseguridad ciudadana, de okupas, de menas, de robos, lo único que pretende es aprovecharse d tu miedo para recortarte tus derechos y poder abusar mejor d ti.|racist
364|364|La historia de la primera #Karen y los #michis te hará derramar varias lágrimas. @AztecaNoticias|non-racist
365|365|La invasión migratoria se acelera: ⚠️ Unos 100 ilegales han logrado saltar la valla de Melilla esta mañana. ⚠️ Canarias empieza 2021 pulverizando los récords de llegadas por mar respecto al año anterior. ⚠️ Violencia, robos e inseguridad desatada en varios municipios canarios.|racist
366|366|La manifestación post incendio. Quieren casa, luz, agua, etc gratis. Si no, eres un racista. Cómo rápido aprenden de la ESTUPIDEZ que hay en España. #StopInmigraciónIlegal #ESPAÑABRELOSOJOS #LaÑEstáEnPeligro|non-racist
367|367|La víctima Norteamericana, los agresores Magrebíes. 💩 Casualidad ... 📌Dos ladrones abusan sexualmente de una joven e intentan desnudarla en una plaza del centro de Valencia.|racist
368|368|La última de Marlaska: no tolera que se hable de menas «fugados» sino de «desaparecidos»|non-racist
369|369|Las marcas que apostaron por #LaPauta con #LaPosta, por un sentido ético y de #ResponsabilidadSocial, deberían retirarle sus auspicios a este espacio que fomenta el delito de #odio y el #racismo. Art 177 #COIP. #EmpresasEcuador.|non-racist
370|370|Lluvia artificial en Emiratos Árabes Unidos: cómo ‘siembran nubes’ – Medio Oriente – Internacional|non-racist
371|371|Lo de los inmigrantes ilegales es una vergüenza! #LevantandoEspaña☝️🇪🇦 #TeamVox ⚔️💚⚔️ #LevantandoEspañaConVox 👑🇪🇦|non-racist
372|372|Lo que #Iquique necesita, son turista que traigan dinero y desarrollo. No necesitamos inmigrantes Ilegales que sólo traen pobreza, delincuencia, asesinatos, violaciones y suciedad. Exijimos su pronta expulsión|racist
373|373|Los Gobiernos socialistas de Valencia, Navarra, La Rioja y la Generalitat de Cataluña se suben el sueldo|non-racist
374|374|Los chilenos, tanto como los judíos y toda nación, tenemos todo derecho a poner condiciones a quiera avencindarse entre nosotros. Los que alegan que los inmigrantes ilegales tienen mejores derechos que los nuestros son totalitarios y usualmente criminales|racist
375|375|Los clientes procedentes de Bankia podrán operar desde este fin de semana con CaixaBank|non-racist
376|376|Los judíos proyectan sus propios crímenes sobre los alemanes, Isaj D. Berg inventó la cámara de gas móvil. Berg se había convertido en jefe del departamento administrativo económico de la NKVD de Moscú en el verano de 1937. La camioneta de gas soviética se inventó antes de WWII|non-racist
377|377|"Los manteros quejándose de la ""persecución policial"" en Barcelona. Se trata de un negocio ilegal fomentado por traficantes de personas, con productos fraudulentos y sin pagar impuestos. Solo falta que los carteristas, las Manadas magrebíes y demás delincuentes también se quejen."|racist
378|378|Los mejores libros de Abdulrazak Gurnah, el ganador del Nobel de Literatura|non-racist
379|379|Los presidentes de España fueron recibidos 16 veces en la Casa Blanca que Sánchez no pisará en su viaje|non-racist
380|380|Los vecinos de Gran Canaria graban peleas y allanamientos por parte de los ilegales de los campamentos|non-racist
381|381|Los vestidos de novia negros y rojos me tienen 😩😩😩|racist
382|382|MAÑANA entrevistamos a los chicos de @VeraFauna 🌞⛱️🌅 Pop luminoso, psicodelia playera, tropicalismo, andalucismo, costumbrismo y crítica. Sí, los que le pusieron banda sonora guayona a la cuarentena, los mismos:|non-racist
383|383|Madrid. Detenidos dos 'ex menas' por okupar un coche en la Casa de Campo y robar en su interior|racist
384|384|Marlaska acorralado: se desentiende de la tanqueta de Cádiz y señala a un jefe recién nombrado|non-racist
385|385|Me cago en los gitanos habidos y por haber. Deberían tener prohibido el acceso al metro la hostia|non-racist
386|386|Me ha dicho mi madre ya que ni se nos ocurra decirle nada a los gitanos porque tienen cuchillos y navajas, que vaya mirando tapones de estos que aíslan el ruido a tope mejor para poder dormir xd|non-racist
387|387|Mientras #Marruecos fortalece su #Ejército siempre que puede, el PSOE lo debilita. ...Mientras, #Canarias sigue recibiendo #inmigrantes económicos #Ilegales , (entre los cuales quién sabe si del ejército marroquí o yihadistas) con el dinero del contribuyente. Ver para creer.|racist
388|388|Mientras tanto en #Chile se organizan marchas xenófobas. Ese nivel de miseria #Xenofobia #Iquique #Racismo #Venezuela #CrisisMigratoria|non-racist
389|389|"Monrrow, CEO de @InFinitye_sport: ""siempre respetamos la ideología de tener latinos"""|non-racist
390|390|Mueren 7 personas por #Covid en #Oaxaca|non-racist
391|391|Necesitamos otra Reconquista para que el islam no entre en las aulas. Así nos aseguramos la desaparición de practicantes musulmanes del país.|non-racist
392|392|Ningú : Ivan : Este finde son los moros aquí en Calpe no? Espera Ivan que yo soy de Calpe y lo se 🙄|non-racist
393|393|No estoy en contra de inmigrantes. Por un buen tiempo no podemos recibir más, estamos literalmente colapsados. Aquellos que están ilegales deben ser deportados, aquellos que cometen delitos e infracciones deben ser deportados. #SiNoAportaSeDeporta|racist
394|394|No me vengan a tirar los perros por dm si no son chakales ni negros, en serio no me gustan cállense|racist
395|395|O la kakuna no sirve o los menas que la lían. Pero algo no funciona en Cataluña. Ambas me da a mi. #Soloquedavox|racist
396|396|"O sea estamos bien!!🤣🤣🤣🤣estamos en el promedio de la región x el aporte cultural de los inmigrantes si no hubiese sido x eso seríamos el lunar. Fiscal Abbott asegura q tasa de homicidios aumentó y q ""hoy estamos en el promedio de la región"" vía @emol"|non-racist
397|397|OJO a lo que decía este GAMBERRO SINVERGÜENZA☝️ 📌Las ESTAFAS políticas deberían estar PENADAS con CÁRCEL. 😡Nos gobiernan unos DELINCUENTES🤦🏻‍♂️ #IGLESIASPARÁSITO #SiSePuede 💰 #LAÑESTÁENPELIGRO|non-racist
398|398|Ocho magrebíes detenidos (siete menores y un adulto de 18 años) por dar una paliza a una pareja en el centro de Palma. @sanchezcastejon Tu legado. Suma y sigue.|racist
399|399|Ojo yo estoy criticando judíos mediocres y no artistas.|non-racist
400|400|Ornitorrinco, no es solo un animal. Es una palabra que lo abarca todo. Diversity. Y que bonitos son los jodios.|non-racist
401|401|Ortega Smith: «La violencia tiene una causa directa con la entrada masiva de inmigración ilegal»|non-racist
402|402|Otro castigo más para Urbas en Bolsa: las acciones de la última ampliación se estrenan con caídas|non-racist
403|403|PSOE, PP y VOX, junto a los principales medios del país tapando como pueden el irresistible olor a podredumbre de las cloacas del estado.|non-racist
404|404|"Para @icembrero, del @elconfidencial, Ceuta es ""un modelo de convivencia"". ¿Que siete ilegales agredan a un chaval para robarle es convivencia? En VOX seguiremos destapando las consecuencias del multiculturalismo que los medios y los partidos quieren imponer a los españoles."|racist
405|405|"Para demostrar el nivel fascista de algún policía que otro, como aquel policía que escuché un día. Decía que estuvo 8 años en el distrito Macarena entre ""panchitos y moros"" ¡Que nivel de xenofobia y racismo¡ Sus compañeras le reían la ""gracia""¿Éste es el nivel policial?"|non-racist
406|406|Perseguir delincuentes NO Narcotraficantes NO roba coches NO VandalosNO Menas NO Atracadores NO PERSEGUIR AL CIUDADANO SI...|racist
407|407|Polanco recibirá este martes 23 el máximo galardón en Premios Latinos 2021 por trayectoria comunitaria y científica|non-racist
408|408|Políticos miserables llenan nuestras calles de inmigrantes ilegales, la mayoría musulmanes, para esparcir la inseguridad y el terror y vendernos después una falsa protección a cambio de que les entreguemos nuestros derechos y libertades. Sois basura. #SOSCANARIAS #StopInvasión|racist
409|409|Porque los judíos exigen signos, los griegos buscan sabiduría; pero nosotros predicamos a Cristo crucificado: escándalo para los judíos, necedad para los gentiles; pero, para los llamados -judíos o griegos-, un Mesías que es fuerza de Dios y sabiduría de Dios.|non-racist
410|410|Primero los explotaron y lus tuvieron en barracones en Mutjuit y en la Barcelona, a otros los devolvieron a sus pueblos en trenes borreguiles y los que salieron adelante lo hicieron sin ayudas, no como los moros de hoy. SINVERGÜENZA VENDIDO|non-racist
411|411|Prisión para dos inmigrantes marroquíes por agresión sexual y amenazas con cuchillo a una joven en Córdoba|racist
412|412|Prisión para tres militares marroquíes por ametrallar hasta la muerte a dos jóvenes españoles en aguas de Marruecos|non-racist
413|413|"Pues esta mujer subnormal,enviaba gitanos, extorsionaba estudiantes y los enviaba con el dinero 💰 a ""comprar""Lo que iba es a una muerte segura. Porque tendrían que ir hasta el amazonas. Porque ya de por si , nadie habla de eso en Ecuador y Colombia. #Navarra #Tudela #Pamplona"|non-racist
414|414|Que normal todo, últimamente. Detenidos dos magrebíes ilegales tras haber atacado con un machete de 23 cm a varios jóvenes en #Jerez a través de @NuestraEspana_|racist
415|415|Que si José Luis que nos vas a convencer de que te preocupan los DDHH en Cuba...te pone cachondo perdido expulsar a todos los inmigrantes, querrías los Menas en centros de detención en África y te descojonas cuando la policía le abre la cabeza a manifestantes de izquierda|non-racist
416|416|Que vuelva el cine kinki con denuncias sociales más allá de la prostitución, los travelos y el drama de ser maric0n. Denuncia social, menas pegando puñaladas en el Raval y españoles buscando en los contenedores.|non-racist
417|417|Qué fulera la escenificación de los programas de NACIÓN+, molesta a la vista todo ese cuadriculado con filetes negros y solo una pantalla a color. Vi a MAJUL, tampoco me gustó, mucha gente!!|non-racist
418|418|Racismo es cuando estás hasta los huevos de que cada dos semanas una manada de magrebíes o dominicanos violen a una cría|racist
419|419|"Rada de Haro, el pueblo ""salvado por los chiquetes"" de las pateras | Hoy por Hoy | Cadena SER para algunos que dicen que los menas son delincuentes este pueblo está al lado del de mi suegra y han salvado el pueblo ⁦@dsegoviaatienza⁩"|racist
420|420|"Raquel Pope y Pablo de la radio comunitaria Sudacas de Trelew Chubut: ""El agua vale más que el oro"" @rebeldeam740"|non-racist
421|421|"Sabor a Mi es una DJ que se mueve entre los ritmos africanos, latinos, y afrodescendientes y va viajando desde la orgánica hasta la música electrónica. Escuchen dos horas de su curaduría a través de y nuestra App ""Aire Libre FM"" #RespiraAireLibre"|non-racist
422|422|Seguro Perú va a poner ene de su parte con el doble de inmigrantes que nosotros. Para qué hablar de la súper motivada policia boliviana.|non-racist
423|423|Según la Delegación del Gobierno en Canarias las infracciones penales cayeron un 6% el último trimestre del 2020 en las islas. Percepción vs realidad.|non-racist
424|424|Ser buena persona,no significa que te dejes poner colarad@ a golpes...Pues lo mismo con los inmigrantes ilegales: Me gustaría ayudarte,PERO la gente q a levantado este país va primero cariñó 😘 #LevantandoEspañaConVox #LevantandoEspaña #TeamVox|racist
425|425|Señales de la segunda avenida De Dios •Hostilidad de los árabes para con Israel (Ezequiel 36:1-7) •Pestes y plagas (Mateo 24:7) •Señales en los cielos y terremotos (Mateo 24:7) •Desorden,violencia, egoísmo, rebelión, desesperación(2 Timoteo 3:1-4) @keepwithoy|non-racist
426|426|Siempre son los mismos: los #NuevosVotantesSocialistas , delincuentes magrebíes con paguita, traídos por los rojos 🤬|racist
427|427|Siento decirles a los de La Palma que dinero poco les va a llegar.Primero están los MENAS.|racist
428|428|"Sigue el fuego amigo A ver hasta dónde llega el paripé! #LevantandoEspaña☝️🇪🇸 #TeamVox ⚔️💚⚔️ #LevantandoEspañaConVox 👑🇪🇸 ""Iglesias pasa al ataque contra Illa y avisa al Gobierno de que van a “seguir siendo muy cabezones”"""|non-racist
429|429|Sin vacilación: el #racismo, en cualquier variante, cruda o velada, despiadada o disfrazada de jarana, es una vejatoria e inaceptable postura que lacera la dignidad de las personas, incompatible con la razón y la vocación humanista de la #RevoluciónCubana.|non-racist
430|430|Solo hoy cinco magrebíes detenidos por estar planeando atentados y otros dos por violar a una mujer en Valencia. Eso que sepamos|racist
431|431|Soy legal. Los #inmigrantes ilegales deben ser devueltos. No es justo.|non-racist
432|432|"SáncHEZ; ""hay que cumplir la Constitución integra"": 2 EA ilegales, Cierre del Congreso ilegal Gobierno con Comunistas, Terrorįstas, Golpįstas, Supremącistas, Subvenciona Plus Ultra, Maletas Delçy, 60k įlegales 2021, mantęros, ocupąs, męnas, Al servicio de Foros Puebla, Sao Paulo"|non-racist
433|433|Tenemos lo que nos merecemos? hay demasiados idiotas votando. #SoloQuedaVox|non-racist
434|434|Tenemos un Gobierno que indulta a sus colegas: Los independentistas, por votos en las cortes. A las madres, que engañan a sus hijos y son indultadas cometiendo delitos. Y a los menas, que violan, roban y dan palizas a ancianos. Que bonita la sociedad que nos está quedando.|racist
435|435|Tres magrebíes detenidos por 25 robos de móviles y bolsos desde motos robadas por el método del tirón.|racist
436|436|Tres marroquíes drogan, torturan y violan a una chica de 18 años en Formentera. Como ya denunciamos, se han incrementado estos delitos cometidos por magrebíes. Cuántas mujeres más tienen que ser víctimas del buenismo que permite que estas alimañas no sean expulsadas de España?|racist
437|437|Tu vecina seguro q se une a los okupas, si eso es lo q les gusta a los de potemos. Yo les añadía 4 magrebíes delincuentes... Y todos en el piso sin ducharse q es lo q les mola. Q alegría... xD|racist
438|438|Un #mena víctima de #abusossexuales de sus propios compañeros y compatriotas en #Canarias, tuvo que huir del centro para evitar más agresiones, ante la pasividad de las autoridades. #socialcomunismo #Sanchismo #ilegales|racist
439|439|Un aplauso a las patronas que le dan una mano amiga a los inmigrantes.|racist
440|440|Un cuidador es un familiar que cuida a otro miembro de la familia. Puede ser difícil buscar recursos y apoyo. Estamos aquí para ayudar. Tenemos grupos de apoyo y talleres SIN COSTO para ayudarlos y apoyarlos. Llámenos al 844-435-7259 #latinos #alzheimer|non-racist
441|441|"Un diputado de Navarra Suma saca los colores a Montero y el PSOE por el ""pacto de la infamia"" con Bildu"|non-racist
442|442|Un grupo de #inmigrantes ilegales apuñala y da una brutal paliza a un menor de vacaciones en Ceuta: querían robarle el bolso. Además de la paliza, que le ha «desfigurado» la cara, fue apuñalado con un arma blanca a la altura del abdomen.|racist
443|443|Un grupo de magrebíes pegan una paliza a patadas a un menor, mientras celebraba su cumpleaños, para robarle el móvil. Ha ocurrido en Mallorca y lo seguirán haciendo una y otra vez. Esto es el día de la marmota.|racist
444|444|Una manada de m0r0s viola a una chica en Mataró. Esta madrugada 3 magrebíes han llevado por la fuerza a una joven hasta un parking y allí la han violado. Una vecina la ha encontrado poco después. ¿De esto el Gobierno catalán no dice nada? Sí, dirán que soy una racista.|racist
445|445|Una pregunta, después de los múltiples asesinatos cometidos a navajazos y machetazos, las violaciones y las agresiones, como la del policía de Zaragoza y robos, ¿podemos decir que los magrebíes son profundamente racistas con los españoles o solo somos racistas nosotros?|racist
446|446|Una recomendación del Parlamento Europeo que discrimina a todos los hombres europeos. @Europarl_EN Una nueva ideología totalitaria planea sobre europa como cuando todo era culpa de los judíos y comunistas|non-racist
447|447|Uno de ellos es brazileño. De la manada de magrebíes si que no sabemos nada, no como de la Manada de los San Fermines, hay criminales de primera y criminales de segunda, ¿no?|racist
448|448|Vallejo y dos miembros del staff del Granada dan positivo por coronavirus|racist
449|449|Van a por gays flacuchos, mujeres, inmigrantes hambrientos. Cuando bajan a los barrios vienen escoltados hasta con tanquetas y luego se pasan meses lloriqueando acojonados... ¡Pero qué miserables cobardes de mierda!|racist
450|450|Vanesa Martín se junta con Sabina y los fans sueñan con una colaboración|non-racist
451|451|Vecinos de Casabermeja (Málaga) se hartan de los okupas: batalla campal contra los delincuentes|racist
452|452|Voy a una poolparty con mis amigos pakis… les puse Tini en el auto 🌈💅🏽 ahi van cantando mas fuerte q yo|non-racist
453|453|Ya comenzó la migración descontrolada, inmigrantes dicen que pasan por el lado de los militares y no les impiden el paso, la pregunta para que sirve el ejército si no Es para resguardar Chile|racist
454|454|Ya están detenidos dos rumanos señalados de cometer fraudes bancarios.|racist
455|455|Yo creo que a todos estos inmigrantes delincuentes y faltos de respeto q tenemos acá en Chile les hace falta un buen temblor grado 7, al cual estamos acostumbrados, pero ellos no, salen arrancando jajajajajajaja|racist
456|456|Yotuel hace campaña para q los delincuentes Maikel Osorno y el Funky, asistan a la payasada q le montó la CIA; donde será el payaso principal, en la entrega d los Grammy Latinos. Le pregunto, quien los va a venir a buscar? Tu Yotuel, nooooo, eres muy cobarde para eso #Cuba|non-racist
457|457|"YouTube () El otro Biden: en 2006 votó ""por 700 millas de muro"" y criticaba la inmigración ilegal En 2006 Joe Biden criticaba a los inmigrantes ilegales y pedía reforzar el muro"|non-racist
458|458|apenas unos panchitos merendamos con mi hombre 🐽|non-racist
459|459|la diferencia entre tus amigos pakis jodiendo sobre ser gays y louis y harry durante años referenciado el ser parte d la comunidad, es q al ser gente pública y con mucha llegada estarían haciendo marketing de una identidad sexual. I don't think they do that !!|non-racist
460|460|los gringos tienen parkings designados para la policia y law enforcement que jodios losers|non-racist
461|461|me van a envenenar estos judíos|non-racist
462|462|mu3rt3 a los latinos que se creen europeos viviendo en la mejor mansión|non-racist
463|463|obvio la tipa si la perdió, pero esto lo hacen los gringos latinos y la gente se los aplaude|non-racist
